A,B,C,D,E,F,G,H,I,J,Response
78.17165518,1.565522077,0.485891819,-0.520904635,1.094215903,0.435162674,-0.408741024,-0.073151477,white,female,0.250151753
-75.50132469,-0.726622764,-0.202226051,-0.476889112,0.162413381,-0.313602857,-0.617029237,1.795559896,black,male,-0.45381261
42.45119604,-0.104709683,0.3024487,-0.551673224,0.299863037,0.945508857,-0.230694401,1.002983716,black,female,0.441989987
20.29938951,-0.176674745,0.330490701,1.236230788,-0.639241924,1.122159168,1.337899376,0.421004996,black,male,-0.076598799
197.8373641,0.133171876,2.045776389,0.207067201,0.261131243,0.583110001,-2.134617419,0.31752929,white,female,-0.719445733
-144.3639127,1.037143296,-0.685727936,0.386177254,1.119853956,0.189604129,1.845806675,-1.84631767,black,male,-1.263735459
-123.0668988,-0.305766609,-1.315923262,-0.277287866,-0.326980515,1.872005637,-1.207777931,-0.305622025,black,female,0.254635939
-40.32076328,-1.493512467,-0.418059812,-0.31440631,1.04236059,-0.915901755,-0.098842837,0.571435492,white,female,-0.510462836
-14.39010513,-0.68459047,1.504239289,-1.05420527,-1.604378883,-0.770718854,-1.749985563,-0.281295725,black,female,0.162004097
41.2267408,-0.11183028,0.106125142,-0.980522358,-2.301466458,-0.54733727,-0.655936864,1.594480384,black,female,0.893280321
-36.02264114,-0.328497568,-2.549999798,-1.056895951,0.428784678,0.729552067,-1.001237752,-0.801841772,white,female,0.428528293
-104.6846484,1.70639743,-0.080811938,0.542221046,0.055856676,-1.165709922,-0.390345147,0.547599353,black,female,-0.447062084
143.5898618,0.822452021,-1.270834963,-0.856014211,0.263394776,0.147604171,-0.568476821,-1.588200026,white,male,1.374698162
-204.8897963,0.774909776,-1.722945395,-0.482194611,0.07088608,0.550866957,-0.566325934,0.652289549,black,female,0.052798377
-46.62877846,0.918373637,-0.917027535,-1.329361,0.017047659,1.432982313,0.272903658,1.327742134,white,female,-0.256680122
-115.52521,-0.35569004,-2.050205409,0.266887948,-0.65779963,-0.170935908,-1.336293857,-0.170538951,black,female,1.497338919
53.13088283,-0.055245925,0.166750449,0.032163711,-0.392628402,0.473081832,-1.201047225,0.474206095,black,female,1.378215611
-280.4619557,0.2851743,-1.305324599,-0.573912617,0.375700328,1.956208982,-1.005406583,-1.49192108,black,male,-1.62207347
-66.2155629,-0.869320702,-0.424091595,-0.365431237,-0.328240824,-0.68143797,-2.047379853,-0.224237349,black,female,0.363219656
-90.9880462,0.760777333,-1.586197255,-0.20421579,-0.936181232,0.652353953,-1.374605591,-0.395767529,white,female,-0.330817457
-156.9126551,-1.095785271,-0.173957181,0.071665646,0.410183568,1.144284419,-1.211667106,0.076360049,black,male,-0.78880524
177.1576558,0.464662325,1.374441405,0.168420145,-0.097262669,-0.989081423,-0.140558698,-0.286176732,white,male,0.302837961
-215.2717354,0.250999951,-0.742433296,0.753383101,-0.101480607,-0.962763074,0.665187356,0.674475091,black,male,-0.33231128
216.4903368,0.800821287,0.684672212,0.971220685,-0.422518769,-1.377733207,0.523850282,1.136550815,white,male,0.58553144
-167.5312811,-1.789556718,-1.727030502,-1.646985321,-0.159441941,0.576446315,-0.615841121,-1.438754916,white,male,-1.027586995
53.93541677,-0.650604647,0.255540431,-1.187381052,-0.621048868,1.606262803,-0.226296131,0.645125412,black,male,1.724738811
-238.4826224,-0.522073305,-1.828132192,2.872251056,0.361136271,-0.595382134,-0.131464027,0.457434366,black,female,-0.603527529
-152.5320956,-0.011549799,0.321852502,1.31735465,1.079687198,-0.525794083,1.665566569,-2.271974995,black,male,-1.917443689
-55.06318386,-0.729701549,-0.091122117,-0.206108221,-0.676497732,-0.995843104,0.597267454,-0.156978143,black,male,-0.094590942
-1.289189771,1.484383843,-0.008848647,0.696910026,0.251243277,0.711577733,-0.685419228,-1.02628802,white,female,-0.572859686
-184.6514143,-1.434144006,0.21136315,0.162071853,0.333904001,0.099771592,-0.257191413,-0.897045542,black,female,-0.700995268
105.8104563,0.339475518,0.696275498,0.880112219,0.227434876,-0.863972209,-0.94245928,-2.12017703,white,female,0.663486967
32.89733771,-0.457750074,0.252799016,-0.648654044,-0.23217105,-1.772541354,0.132975213,-0.305452894,white,female,-0.276534983
98.87056906,-0.908174137,0.534913411,0.525502072,-2.107239914,1.421963451,0.088304891,1.065186333,black,male,0.364093714
169.2448907,-1.409198964,-0.0822802,-1.158000502,-0.34861641,-1.526670165,0.4014265,-0.040815333,white,male,1.555018787
62.77464615,-0.422887385,0.861009686,1.199761987,-0.490965425,-0.308242293,-0.98093966,-0.386288451,black,male,1.273529944
97.66737069,-0.691976266,-1.878584934,-0.831817646,0.129137537,-0.303174686,0.051831625,-0.259049491,white,male,1.355319245
97.56323491,0.156816286,1.401066639,0.027919297,1.467105974,0.878416586,1.389256642,0.735201324,black,male,0.040373273
-412.4350321,-0.318511197,-2.915404122,-1.00688071,-0.669120464,-0.721480137,0.459519402,0.94209108,black,female,-0.675975624
53.67164608,-1.977594274,-1.870798992,0.27315602,0.895447957,-0.275318266,-0.330110089,-0.341975534,white,female,1.06594996
92.68538585,-0.241478088,-0.027724116,-0.850489797,0.095212168,-0.881193473,-1.612525365,1.621358597,white,female,0.746699411
-155.1922115,-1.445918893,-1.714584935,0.545554121,2.188302074,-1.042035774,0.500352514,-0.426738435,black,female,0.249554865
41.0012013,-0.487003389,0.103502073,-1.914183857,0.417221217,2.008966891,-0.657655042,1.042829083,white,male,-0.074638604
-143.8925993,0.222097214,-0.156083767,1.484111874,-0.594214258,0.784392134,-0.39584903,0.970260054,black,male,-1.537831923
140.2459172,-0.954078051,1.272670264,0.164655308,-0.174389943,-0.557315151,0.195577236,-0.641725525,black,male,1.211987213
-12.48348238,1.298631181,-0.302061065,0.403379171,-0.903178033,0.873234418,0.827628407,0.718962174,black,male,-0.252068942
72.55324883,-0.759280059,-1.857687353,0.120852279,-0.632749611,2.051993404,0.675807308,1.864662877,white,female,1.551733364
-74.89843681,-2.239931564,-0.70035155,0.092056201,-1.416970054,0.949607241,0.355348617,-0.388030373,black,male,0.407821218
58.41959707,0.891517472,-0.693320108,-1.359875035,-2.534142273,0.78203888,-0.169023166,-0.725189698,white,male,0.45094253
67.10041117,1.069976684,1.774219146,-1.718281388,1.178333452,-1.046057903,-0.41152271,0.210083353,black,female,-0.108310521
134.4948342,-0.622406745,1.287126307,-1.226648195,0.384646654,0.839636425,1.444807967,-0.10680417,black,male,0.621033081
15.10646747,-0.512277354,0.814710716,0.923926985,0.134322114,-0.477561532,-0.427785875,-0.479236292,black,female,0.584732834
-277.1192136,-0.34669825,-0.875153173,2.435975742,-0.019912926,-0.918160652,-0.021087489,1.255168036,black,female,-1.286951821
185.5850591,-0.498272875,-1.717258174,0.146984857,-1.717414927,0.731504224,0.969535549,-1.50732503,white,male,0.67278447
285.1155608,0.657212358,2.048683058,-1.480357431,2.06201997,-0.594374398,-0.680783785,-0.934860097,white,male,1.882521664
-32.34508773,-0.909101039,-0.431495365,-0.270671974,-0.24793345,0.484531962,0.029455687,1.131221364,black,female,0.918080925
-140.894462,-0.502432259,-0.954488109,0.804050178,0.971316761,0.352560153,0.389701685,-0.347113196,black,male,-0.169258186
-302.3046401,1.167982611,-2.039770112,-1.330333946,-0.402756225,1.077949966,-0.39980655,-1.311511742,black,male,-1.475921092
-76.87425243,-0.407114845,-0.482334657,1.466447951,-0.709738414,-0.744842151,2.332618805,0.586867686,black,female,0.365718974
-135.0351451,-0.780317979,0.128597972,0.37499918,0.427878386,1.100885969,-0.647613446,1.456699631,black,female,-1.465553595
-2.045430102,0.775129472,-0.865928127,-0.986503318,-0.068256422,1.329545804,-0.071501027,-0.669749233,white,male,-0.241108034
27.33372204,-0.947510301,0.084823981,-1.222729683,1.968530082,0.214725302,1.215234139,0.202514252,black,male,0.665444647
30.05568894,0.538646956,-1.156210702,0.238717682,0.365985917,1.129337832,-0.052142229,0.181978788,white,female,-1.35430224
-48.12513401,-1.379719041,-0.980513202,-1.137013855,1.529835046,-0.880753521,-0.393703,-0.461695212,white,female,0.236175548
25.9710661,0.859894889,0.137687933,-0.623505567,1.599924262,-0.142407982,1.313619055,-0.213235639,black,female,0.865163639
102.0489569,-0.683248523,0.952377273,1.566056501,0.226334178,-1.402402204,1.883693119,-0.58163502,black,male,0.758836328
37.4988136,-0.763278239,0.371357782,-0.079868769,-0.441442585,1.463520162,-0.871798689,-0.747295648,black,male,0.234446946
-361.9501741,0.334742458,-0.149931134,-0.012173345,0.358985938,0.408933746,-1.863524214,-0.466465529,black,female,-1.549796301
-6.582274666,-0.355252693,0.625353082,-0.181511201,1.452309478,-0.60267591,-1.290879487,0.209056508,black,female,0.185610958
145.2186461,-1.411062395,1.087303164,-0.81457587,-0.081327517,-1.078615872,0.047432757,0.974534524,white,female,0.600125233
50.02825713,-0.41755089,1.231013341,1.373232116,-2.499359509,0.811500999,3.214914834,-0.000982431,white,male,-1.239111348
-287.8572228,-0.152942087,-1.814634721,1.129211132,0.448020335,0.282718936,-0.379292215,0.412995115,black,male,-0.845996245
156.4633116,0.686267609,1.784031809,-0.942974034,1.291666056,0.462316457,-2.242485599,0.429144171,black,male,0.880641911
-31.45564993,-0.734859646,0.140258844,-1.694096066,0.418338501,0.523395575,-1.139078965,-0.601733575,white,female,-0.412083005
-159.8039932,-0.681439508,-0.678784996,0.204963231,-1.647679204,-0.865654833,0.765779435,0.437663262,black,male,-1.132939308
181.1776329,1.387212668,1.835721203,-1.576320233,-0.853101307,-0.593119217,0.205712538,1.55997365,white,female,0.024281396
-149.9928931,-1.027272705,-1.094792936,0.141802537,0.45914247,0.842349772,0.103306892,-1.32844999,black,male,-0.931514231
200.2116053,-0.073540035,0.64215829,0.463890121,-0.410848925,-0.078395485,-0.35181679,-1.146530717,white,male,0.593132245
313.071325,0.299463409,2.300250627,-0.443073219,-0.180719514,1.224703349,-1.06632897,0.298287905,white,female,0.394164023
154.1194463,0.644785797,1.059878103,-2.567173521,0.063893267,-0.850813088,-1.387612758,-1.404322362,white,female,1.026333695
-242.0841932,0.005030261,-1.016442236,-1.285105042,1.290645565,-1.316565842,-1.029297571,1.554878488,black,female,-0.795482475
30.0252506,0.265879424,-0.178278533,-0.889612423,-0.882743359,-0.117277031,0.207242948,0.616766688,white,female,-1.091557272
-90.52548234,-1.295175551,-0.850733854,1.677133658,-0.005448462,-0.919937586,0.699129146,0.721547893,black,male,-0.09822901
-165.7321185,-0.477238588,-0.419382308,-0.242803612,-0.506436765,-0.679206402,0.137792284,-1.142025598,black,male,-1.600527864
100.270074,-1.063220436,0.079772308,-0.469152345,-0.457934821,0.84111531,0.875451002,-0.215156911,white,male,0.573474143
-19.59275335,1.337329293,1.083033494,0.925067123,1.029712453,-1.79347666,0.68030774,0.673229492,white,female,-1.199471803
34.40105806,-1.296467156,-0.539889541,-1.810604141,1.819190876,0.108704659,-0.600356969,-1.480468839,white,female,-0.352734099
2.599998925,-1.040311621,-0.317335729,1.285994779,-0.310469874,-0.347825122,-0.319924107,0.486438956,white,male,0.261827188
-45.90237693,-0.736157512,-0.250015427,0.755407313,-2.861295511,1.23047752,-1.139000035,-1.491046231,black,male,0.396457511
-76.24778185,0.310735613,1.211704791,0.971101566,-0.083597359,0.650884713,3.019225364,1.161609297,black,male,-1.9517361
-147.6454228,0.21454606,-0.313904089,0.735984579,-0.073681312,-1.08612523,-0.215451658,0.733595631,black,male,-0.966930362
316.1990834,-0.902174724,2.119855592,1.074676923,0.009907562,-1.602094187,-1.375098715,-0.494060337,white,male,1.019390686
-167.5007003,-0.242182997,0.187932407,-0.371370525,0.122520405,0.351258365,-0.795890896,-0.811658283,black,male,-1.322749055
-54.82445628,0.29011298,-0.832104715,1.430021154,-0.322298269,0.23033129,-0.650803599,0.115790051,white,female,0.013893585
-2.130272882,0.7183807,0.961899393,-0.206592968,0.761778359,-0.657024928,-1.958181355,1.345338218,black,male,-0.135009132
-16.69223027,-0.148457032,-1.076452478,-1.411015118,0.342840591,0.744448527,-0.415730861,-1.623532957,black,male,0.983739207
44.60748689,1.045427274,0.279744758,1.432043432,0.807829265,2.329617151,0.973765626,-0.156803869,black,female,-0.554977237
-53.24175495,-0.985876041,-1.340404962,-0.511835526,0.001881206,0.197202084,0.420570773,-0.584947907,white,male,-0.031435721
-179.3171549,0.624595871,0.062393752,-1.684694392,-0.277972874,0.059507926,0.365519024,0.579419058,black,male,-0.170268159
177.5611866,-1.875159899,1.376969661,0.615770377,-1.517864506,0.64331796,0.066079476,0.603352431,black,male,1.690325385
151.3449349,1.858689998,0.537414658,0.098352782,-0.900314404,-0.023353001,0.297264651,0.040430427,white,male,0.985891429
113.5665458,-0.213001413,0.80225948,0.597107648,1.033089664,-0.095632907,-0.169705903,1.803769473,white,female,0.483931297
-43.69884055,0.057418289,0.285134064,0.653494743,0.160829756,-0.062510476,0.410333878,0.013796669,white,male,-0.878186112
-39.62960406,-1.178376448,0.84313513,1.935423644,-1.262501204,0.75580122,-0.160857074,1.182857459,white,male,-2.261639421
243.4861734,0.303469865,-0.15718663,-1.095853171,-1.124980998,-0.224718482,-0.463081189,1.166794189,white,male,1.475508922
137.3475033,0.062140971,1.089755494,0.074910322,0.227874238,1.633246237,-1.764243226,-0.003326122,white,female,-1.568287096
-172.6484786,-0.462926688,-0.093970425,-1.201224511,-1.568388348,0.321670477,-1.902579067,0.963598168,white,male,-2.559208223
-71.67960992,-0.342241855,0.103866652,0.210107589,0.234674383,-0.951218237,0.411866777,1.399981641,white,male,-1.33697806
193.0358233,-0.262533701,2.347715234,0.625705752,1.290274085,-0.808621873,1.520708393,-1.112669277,white,female,-0.357986882
-240.2802035,0.669944095,-0.756660427,0.859675027,-1.906252642,-0.658400285,1.37312959,0.294397462,black,female,-1.077001048
-339.5202176,0.095089341,-0.880408705,-1.123225555,1.060972758,-1.432678716,-0.60311983,1.22194742,black,male,-0.067819125
84.23216392,0.412242643,0.217555756,-1.561339555,1.070481503,0.210272946,1.068049777,1.28684503,black,female,0.922283938
-78.17974024,-0.57230155,0.179281368,0.934260091,-0.295372523,0.356707455,-1.034857672,-0.922467086,black,female,0.465744522
119.9323873,1.608207605,0.561588236,-1.203522439,-0.75907743,0.680249555,0.410094713,0.329482734,white,male,0.554331869
-88.07460223,0.85186444,-1.11942308,-0.574267337,-2.038615859,0.294056961,-0.044014615,-0.476492674,black,male,0.211845776
-69.5853506,0.266253644,-0.285721331,0.030803016,-0.410020131,-0.874940507,-0.873236816,-0.88284378,white,male,-0.957778419
-78.82428192,0.631561303,-0.694341002,1.03435901,-1.306517049,0.015778248,1.300918066,-0.266158748,black,female,0.530722605
160.5184741,0.38430242,0.234212709,0.883480717,0.347136623,1.021267631,0.435898578,0.622714474,white,female,-0.026285274
121.2685196,-0.227441732,0.965546217,0.288863539,-0.772315266,-1.39765915,0.783201216,0.649103828,white,female,0.741407632
-104.3296574,1.039055785,0.676267908,-0.057483941,0.025608541,-0.45408096,0.514821081,0.66413825,black,female,-1.012997594
-114.1157934,-0.595446267,-0.130178972,0.402323389,-1.475172258,0.182156599,-1.853574095,-0.883013352,black,male,0.496944551
375.9003537,-0.497335351,1.826632332,-0.635385503,-1.388990473,1.150555556,0.450946294,0.547473053,white,male,1.47046911
-127.4782781,1.019146723,-0.095489568,-0.116640499,1.613057405,-0.623659134,-0.89351122,0.039738025,black,male,-0.65398506
109.4282826,2.143771211,-0.026415307,-0.478565929,2.035770454,0.278845401,0.003882252,-1.744465553,white,male,0.679011777
70.58804086,1.262036268,-0.218548115,-0.10615404,0.050082444,-0.706103787,-0.657383688,0.938819073,black,female,2.237717701
-25.717171,0.752723505,0.184175318,0.886966934,-0.219069288,1.312093529,-1.69323347,1.160153557,black,male,-0.379772608
-138.7256476,0.962462955,-0.853082121,0.615819039,1.921787736,-0.090091604,-0.033358346,-1.683088522,white,female,-1.649604664
137.709295,0.957275091,0.76640343,0.011503487,0.381144621,0.818742388,0.244370029,-0.499237483,white,female,0.023329279
332.1008718,0.59415598,1.154818392,-0.56476073,-0.32661652,0.055124895,-0.115104237,0.041352345,white,male,0.857010816
-88.97054676,-0.914093386,0.096456799,-0.760378831,2.031121287,-1.195129215,-0.662275717,-0.881930225,white,male,-1.069162952
55.69371044,-0.76241642,0.752875752,-0.432897776,-0.234251699,0.611464896,-0.668708295,-1.230593439,white,female,-0.158849066
-167.3068148,0.771435696,-0.385629591,0.623266985,0.086423232,1.681883601,0.511353337,-0.024403293,black,female,-0.797526002
10.23084926,-1.130236779,-1.043952907,-0.43742245,0.446456687,1.111837234,0.10285524,-0.920261422,black,male,0.76278697
-70.95305626,-0.316904382,-0.285936372,0.535194923,-0.431919868,0.252548578,-0.452168548,0.358341839,black,female,-0.074180833
-187.7866106,1.034361442,0.173824707,-0.82323744,0.83041305,0.826975841,-0.096607263,0.449938566,black,male,-0.636472758
99.52459446,-0.032721582,0.344225048,-1.020419791,-0.247338438,0.349313352,-0.473703407,-0.869228479,white,male,0.664677096
-28.62464176,0.065777306,-1.327628105,-0.819651702,0.294777979,-0.384503469,-0.673201184,1.856844172,white,female,0.689313207
126.2475199,-0.946593351,0.529837241,2.144055189,-0.722386772,0.177342656,0.680502332,2.841100287,white,male,-0.459994445
96.09856314,0.262367981,1.113249877,-0.228150481,0.438491061,-0.799371125,-0.422904617,-1.358647105,white,male,0.421662038
-202.0489268,1.463679753,0.952517785,2.294878719,2.105572162,-1.473279394,-0.718610909,0.447699268,black,male,-0.205339915
0.278915471,0.196511984,-0.809981121,-1.581264087,-2.005846225,0.241040126,-1.717948451,0.615089265,white,male,-0.387237562
-280.372657,-0.874855911,-0.885144461,-1.427645704,1.352839344,-0.544162892,-1.747838209,0.555297087,black,male,-1.958761648
-196.6705275,-2.124067402,-0.544890492,0.691732807,-1.186837254,-1.056082672,0.768094662,0.429057389,black,female,-1.618830227
-9.598897471,-0.368892164,-0.084035899,0.972142026,-0.896017071,-1.696293228,-1.335865697,1.009976357,black,female,0.861134286
41.83207333,1.597225034,-0.312601432,-1.323787811,0.501029943,-0.227500386,0.30590337,1.974725301,white,male,-0.335726292
-50.56626745,0.33152052,0.610720608,0.459844809,-0.334560016,0.951769642,0.33834874,0.228328729,black,male,-1.037664361
102.5380631,-0.910136813,0.726353756,-1.670696473,1.495994646,-1.647939811,-1.312016887,-1.279722256,black,female,1.47623878
-41.77918851,-0.757495558,-1.127969548,1.383264367,0.716694998,-1.687376747,0.352807743,-0.855595429,black,female,0.786093495
-84.82305595,-0.007400108,0.093290004,1.059249107,-0.744305666,-0.593640589,1.193911396,0.008899618,black,male,-0.168181618
-48.39661959,0.143015576,1.090277839,-0.62930952,-0.899641882,-0.719375622,1.113920923,-0.39264474,black,female,-0.546261267
-118.2883758,-1.902570936,0.156158972,0.046391807,1.883469301,-1.125519514,0.080396458,0.647386837,black,male,-1.38553492
-34.2029264,-0.652282427,-1.049219107,-0.210257815,-0.12754325,-0.693394598,1.977371617,-0.666314928,white,male,-0.358836786
-45.10032241,-0.132524189,0.017418391,-0.830288768,-1.689308902,0.712336873,0.011303731,0.05182063,black,male,-0.152809852
242.380927,1.591173163,1.085500781,-0.844640401,0.552477115,-0.118757265,-1.226826439,-1.184327647,white,male,1.963022108
-241.8259448,-0.749085829,0.215574475,0.398272362,-1.002021458,-0.984917884,-0.320064036,2.345183354,black,male,-0.471392374
-110.2442047,0.637401617,-0.246469275,-0.854463763,1.250597641,0.651390759,-1.365840509,-0.922171301,black,male,-0.752429912
87.22320884,-1.28812619,0.085127684,1.730657714,-0.040812889,0.760780253,0.165926334,-0.455841849,white,female,0.76853736
-153.9657421,-1.523659754,-1.277935283,-1.55112417,0.104097263,-1.181952,0.196328987,1.179397605,black,female,-0.254392858
166.7806388,0.904922513,-0.275175686,-1.266047008,-1.477202343,0.303754937,-0.405200661,-0.562366701,white,female,0.770041163
201.3151914,-1.376411658,0.60365863,0.133610968,0.469254343,-0.540089893,0.35982156,0.384441291,white,male,1.261702225
265.0657587,-1.022761666,-1.216519601,0.365520112,0.983139164,1.83331851,0.57036175,-0.100538989,white,male,2.628391199
-147.9538258,-0.296600231,-0.266341216,-1.29654111,-0.593669851,-0.227269229,0.134739438,-1.545093297,black,female,-0.131417006
10.26460373,0.152889526,0.459844665,0.286894291,-0.26568221,-3.021987304,0.50408759,0.877176746,white,female,-1.401915722
-21.11167436,1.289511663,-0.059602316,1.578384178,1.159932794,0.196696367,-1.861349192,-0.16363455,black,male,0.668956079
116.5088943,-0.008495385,1.285356462,0.227216513,0.838377176,-0.093792744,-1.074404149,2.043960727,black,male,0.694547855
-90.52815739,0.862708443,-0.619347646,-1.720398489,-0.851381188,0.598440466,-0.810157669,-0.884575437,black,male,-0.422524889
98.29732488,2.39082873,0.080094611,0.535020872,-0.84181193,0.705037297,0.074372034,-0.326934929,white,female,0.491338184
129.8333305,-0.137445664,-0.083369736,-0.332968642,-0.79600612,-1.677705059,0.483284841,-0.324223075,white,female,0.67868009
55.45855442,-0.328754976,-0.771455635,0.552004139,-1.153371233,-1.986850159,-0.903431473,-0.756097917,white,female,0.11629296
9.605856353,0.193132724,-0.070876763,0.215480839,2.110362458,-0.698026498,-1.958176822,-0.211909719,black,female,0.875472646
5.353987392,0.039583005,0.683050907,0.089093134,-0.796916675,0.860505861,0.654735702,0.069586369,black,female,-0.523401527
118.8130333,-0.574528221,1.111428824,-0.231467605,-0.721319869,-0.911331673,0.292936787,-0.492472485,white,male,-0.246576428
71.22340558,-0.034229846,0.39162489,0.965805872,-0.074658266,-0.632879573,-0.220655642,-1.172306174,black,female,0.727458853
-5.539297199,-0.557617264,-0.473963996,0.158659386,1.07659222,-1.170894479,-0.337939482,0.653280522,white,male,0.789618166
151.0060776,-1.006919895,2.430021018,1.653203959,-0.299620987,0.449087404,0.228774771,-1.04387517,black,male,0.055903955
84.42646217,-0.361273368,1.634683308,0.961702267,-0.871315608,-0.577313815,-0.195404756,0.605064027,white,female,-0.977416007
-76.56137257,1.356302688,0.786193753,0.018917832,-0.216632203,-1.192898156,-0.325337205,0.130302071,white,male,-1.545007265
22.26411758,-0.451345436,0.435246847,-0.220677352,0.564143117,1.322987544,0.674042615,0.245931646,black,female,0.357933122
155.8378802,-0.978316614,-0.247657982,-0.018815983,-0.443781826,-0.171852769,-0.70534293,-1.32610997,white,male,1.322442621
-9.916393121,1.696223596,-0.130322676,-0.894269177,-0.594228978,-0.17697619,-1.720085372,0.024910219,black,male,0.493554935
33.49266543,-0.317767074,0.746110882,1.625541909,1.249761657,-0.193922059,-0.112944697,-0.583374981,black,female,0.944712723
-184.7778541,-0.04529995,-0.100715593,1.100578974,-0.43409777,-0.075582683,-0.768123613,0.512446029,black,male,-0.112166691
9.730975728,-0.441208336,-1.421068443,-0.214506823,-0.376787483,0.070614987,-0.506308497,0.106601261,white,female,-1.198854927
-187.395345,-0.368270495,-1.110793646,0.04030019,-2.181825487,0.303086347,-0.646550649,-1.685558985,white,female,-1.900947937
-103.5444933,-1.027295966,-0.229065615,0.111146952,-0.205904545,-1.678589973,2.826069357,-0.082662547,black,male,-0.733750073
257.8869059,0.975104411,-0.02979133,-0.604992381,2.205369531,-0.994271335,0.036364108,-1.070393753,white,female,1.551358765
-8.497518611,-0.089631854,-1.417852252,0.568404711,-0.546630637,0.673003374,-1.716585427,-0.581412178,black,female,1.975852618
5.33957533,0.273401621,-1.263908828,-0.318712551,-0.006040397,0.319022915,0.743421237,-0.051754267,white,male,0.486322036
-103.7038519,-1.141684309,1.476664928,1.267867395,-0.332478148,-0.409108045,-0.644369865,-0.100004362,black,male,-1.776811943
-121.8127867,-0.554863289,-0.390497082,2.042673902,0.736601325,0.947948656,0.096951132,-1.674670006,black,male,0.891971578
-31.75996497,0.505803524,-0.367158549,-0.181036885,-1.372768445,-0.502123163,-0.074917671,-1.573680931,black,female,0.282623664
5.73756939,0.888365078,-0.287407266,-0.503470944,0.83414185,0.418704192,-0.058510586,0.609905284,white,female,-0.49171831
88.89771291,0.210465292,-0.077696555,-0.444444654,-0.194705156,1.102490749,-0.777470499,0.971738016,white,male,0.387734336
37.78112076,1.031128017,0.264455917,1.291665175,-1.887658642,1.111352817,1.279009385,0.224658785,black,female,-0.084082405
100.6602372,-0.454370725,-1.483010124,-0.055321225,0.312834621,1.25269153,0.592092845,2.756842457,white,male,0.293994535
294.8659285,-0.461795976,0.706928799,1.564526888,0.778505705,0.399952936,0.995685238,-1.203212187,black,female,2.928564513
-138.5146536,-0.961382079,-0.670834412,1.703339871,-0.268792424,-1.09463309,-0.901573553,0.247271948,black,female,-0.499475058
2.600328334,0.538466417,0.034148871,0.306510888,0.730122338,0.408074638,1.263086935,0.242172718,white,male,-0.262199855
-36.22498602,-1.369693385,0.220778993,0.686754874,2.124755192,0.383162375,0.563274745,-0.668460985,black,male,1.345120607
131.2164752,-0.125238117,-0.090313905,0.350055631,-0.58206168,-0.708230724,0.406097863,0.297602525,white,male,0.798334803
-180.1643837,-0.329741674,-0.136306018,1.786289809,0.57615787,0.100573052,-0.174967915,-1.055580047,black,male,-1.131266418
-12.42303795,0.773458961,1.833621018,-1.994053269,-0.572602756,-0.189179498,-1.148595521,0.902903992,white,male,-1.657017269
344.8567459,-0.392229378,2.299500137,1.121902648,0.320852458,-0.264295674,0.407307785,0.239537196,white,female,-0.310262579
-16.68873268,1.731334602,0.958942818,0.134893189,0.194925237,-0.024406299,-0.022439932,-0.666497974,black,male,-0.671241071
161.1468195,-0.266516397,-0.259905637,-0.357317714,-0.961311766,0.587388518,-0.350762172,0.251071838,white,male,0.007382422
60.27362723,-1.538410503,1.037432859,-0.487539761,-0.121007191,-0.858550942,1.167061914,-0.172472734,black,male,0.084543521
79.37825536,-0.354086802,-0.311013425,1.261632297,-0.236967654,-0.017245959,1.252661072,0.892220195,black,male,1.243562411
-16.5510526,-0.977412796,0.33097393,0.846662146,-1.023159794,-0.574508207,-0.806097759,0.675223838,black,male,1.183391971
-80.47504849,0.396174241,-1.274763683,-0.993172558,0.004546591,0.981974941,-0.159867087,-1.996326362,white,female,-1.042529493
152.0872422,-0.94401725,1.282959258,-0.87743726,0.329968431,1.301102866,1.610075704,0.953305541,white,male,-1.359610116
-211.550825,-0.666703496,-1.164554728,1.061361814,-1.236028156,-0.055717484,-1.297382098,0.432914684,black,female,-0.289523664
-9.301884738,0.659308875,0.190795603,-0.638044293,0.75872289,-1.267583192,-0.181013067,0.21126492,white,male,-0.683370101
64.991523,-1.113008668,0.601123438,-0.5215073,-0.065492899,0.241393573,0.042056641,-0.34362971,black,male,0.350184424
183.5444349,0.039670482,0.790499616,-2.479837543,0.398351028,-0.822360156,0.287170905,-0.617177971,white,male,1.612834683
77.04307356,1.065022969,0.097958275,0.162864911,1.405804295,-1.852143517,0.950787223,-0.567567109,white,female,0.672157656
-23.68517389,-0.127174776,-0.036206217,-1.874618008,-0.387464987,1.376950619,2.018966494,0.472439317,black,male,-0.140459459
48.06741012,-1.535323674,-0.39393636,0.635667428,-0.113766647,-0.499700239,1.62738235,-0.356054957,white,female,-0.151319446
4.060705525,-0.05433885,-0.137807691,0.256159644,0.151196714,-2.404816178,0.035424789,0.174112363,white,female,-0.28012376
182.3366425,0.671420698,1.129306538,-1.060078162,-0.823633398,0.264804961,2.008144375,-0.884275501,white,female,-0.931268699
201.1277949,-1.191353266,1.329326786,1.443011727,1.134338715,-0.869954684,-0.931483916,2.165539012,white,female,0.825253086
-71.37377805,-0.669965115,-0.381672039,-0.093703268,0.246209867,-0.158633019,-0.876069292,0.525034098,black,male,0.077519898
-218.6913129,1.134051945,0.083665756,0.355211466,0.005633863,-1.417219829,0.013832891,0.815267601,black,male,-1.890726279
-324.1364364,1.442613461,-2.785118193,0.118734362,0.723833459,0.635650701,0.426602537,0.11508864,black,male,-0.857950223
